EPOCH                          SW_VTH        ION_NP      DEL_TIME      VX_(GSM)      VY_(GSM)      VZ_(GSM)
                                                                         (@_x_)        (@_y_)        (@_z_)
dd-mm-yyyyhh:mm:ss.ms            km/s          #/cc            ms          km/s          km/s          km/s
06-01-1997 10:03:30.890       31.0510       13.2108       8498.90      -343.759       1.66438      -6.49668
06-01-1997 10:04:53.828       30.2256       12.9623       8534.00      -345.848       10.0368      -10.0231
06-01-1997 10:06:18.261       27.1698       11.1396       6998.80      -351.136       13.2819      -15.1981
06-01-1997 10:07:38.093       30.1905       12.7605       6998.93      -354.170       20.1416      -11.7333
06-01-1997 10:09:00.996       28.8801       12.9179       6998.80      -350.869       14.0112      -11.6362
06-01-1997 10:10:22.363       29.9158       13.5812       8534.17      -349.848       14.0756      -7.43344
06-01-1997 10:11:46.796       31.4634       13.9960       6998.80      -355.759       10.1578      -11.7837
06-01-1997 10:13:09.699       29.6724       13.8670       6998.93      -355.417       20.9262      -12.8122
06-01-1997 10:14:29.531       29.5288       13.6029       6998.80      -356.937       14.9065      -13.1462
06-01-1997 10:15:53.968       27.5991       14.1796       8534.00      -362.479       14.7545      -16.0989
06-01-1997 10:17:15.332       30.2949       13.5096       6998.93      -357.809       17.3430      -6.83333
06-01-1997 10:18:35.128       30.4911       12.9622       6963.70      -356.108       9.81703      -4.24839
06-01-1997 10:19:58.066       30.0300       12.7762       6998.93      -355.454       16.0549      -12.1626
06-01-1997 10:21:16.363       32.2097       11.6059       8534.00      -349.884       14.4329      -7.63062
06-01-1997 10:22:40.796       28.5677       10.2870       6998.93      -352.617       14.1757      -7.80847
06-01-1997 10:24:02.164       31.5576       11.4570       8534.00      -353.151       12.6074      -2.32699
06-01-1997 10:25:26.601       30.7500       10.8122       6998.93      -353.633       13.9887      -8.45982
06-01-1997 10:25:41.340  -1.00000E+31  -1.00000E+31   9.99900E+06  -1.00000E+31  -1.00000E+31  -1.00000E+31
06-01-1997 10:28:07.761       32.8185       12.1863       8498.90      -351.716       10.4313      -4.70764
06-01-1997 10:29:30.699       34.4733       12.1202       8534.17      -350.543       13.3439      -4.24536
06-01-1997 10:30:53.601       34.0360       12.0741       8533.89      -351.298       13.7284      -7.14470
06-01-1997 10:32:18.039       32.7131       12.1577       6998.80      -352.135       12.2476      -5.85092
06-01-1997 10:33:40.937       33.4497       12.5408       6998.93      -352.128       14.8418      -5.21472
06-01-1997 10:35:03.804       31.2647       10.8855       6963.70      -355.035       13.5122      -7.33494
06-01-1997 10:36:26.707       31.0841       11.0895       6963.70      -355.234       13.6211      -8.36535
06-01-1997 10:37:48.210       33.3804       11.3498       8358.40      -352.656       3.61769      -5.79612
06-01-1997 10:39:09.437       31.6766       11.0793       6963.70      -355.133       13.9558      -7.06289
06-01-1997 10:40:30.804       33.1352       11.7968       8498.90      -350.063       3.98713     -0.687274
06-01-1997 10:41:55.277       31.4261       10.9396       6998.80      -354.161       16.1706      -6.12050
06-01-1997 10:43:16.605       31.5678       11.6792       8499.07      -348.791       5.37103      0.131495
06-01-1997 10:44:39.542       33.9860       12.0415       8534.00      -347.359       6.63411       3.11723
06-01-1997 10:45:59.375       34.2949       12.3629       8534.17      -351.447       10.8413      -4.29563
06-01-1997 10:47:23.777       32.0998       11.0787       6963.70      -355.518       12.0904      -3.63708
06-01-1997 10:48:46.675       32.3089       10.8563       6963.70      -355.963       12.0824      -2.25829
06-01-1997 10:50:06.507       31.7850       10.7275       6963.70      -356.127       15.3323      -3.97757
06-01-1997 10:51:29.410       30.6275       10.6926       6963.83      -357.209       16.2804      -3.16201
06-01-1997 10:52:50.917       32.1161       10.8207       8358.40      -353.244       7.94688       1.92821
06-01-1997 10:54:15.210       30.6344       10.6447       6963.70      -357.310       12.8636      -2.73049
06-01-1997 10:55:38.113       30.2958       10.4947       6963.83      -357.620       11.4183      -2.12607
06-01-1997 10:56:56.585       29.6063       10.6102       8393.50      -355.040       10.9358       2.91500
06-01-1997 10:58:22.382       32.2750       9.97774       8499.07      -359.059       11.2329      -3.10625
06-01-1997 10:59:42.210       31.2890       9.71960       8498.90      -358.192       12.5514    -0.0797655
06-01-1997 11:01:05.113       29.3622       10.3997       8499.07      -358.930       10.1983     -0.266834
06-01-1997 11:02:28.015       30.4507       10.3745       8498.90      -363.533       14.9550      -2.72153
06-01-1997 11:03:47.847       28.0599       9.93927       8499.07      -370.582       7.88370       2.85096
06-01-1997 11:05:10.746       28.9435       9.56123       8498.90      -365.538       11.7269       4.45705
06-01-1997 11:06:30.578       29.3393       9.89174       8498.90      -367.732       8.42993      0.100548
06-01-1997 11:07:53.480       29.0531       9.48889       8498.90      -364.331       10.9714       1.52259
06-01-1997 11:09:16.417       28.7397       8.98188       8534.17      -363.431       11.5266      0.456960
06-01-1997 11:10:39.281       30.0609       10.1136       8498.90      -360.542       14.5070       2.57412
06-01-1997 11:12:02.183       29.9464       10.0252       8498.90      -362.532       14.2312       2.44272
06-01-1997 11:13:22.015       31.3610       10.1825       8498.90      -361.890       15.6923       1.28197
06-01-1997 11:14:44.917       30.9490       9.37986       8499.07      -360.398       14.1976      -1.02025
06-01-1997 11:16:07.816       30.6041       9.53987       8498.90      -360.245       16.8950     -0.971692
06-01-1997 11:17:30.718       30.5020       9.29246       8499.07      -360.813       11.7205      -1.25032
06-01-1997 11:18:53.621       31.0651       10.3689       8498.90      -362.303       13.8606      -2.33521
06-01-1997 11:21:39.341  -1.00000E+31  -1.00000E+31   9.99900E+06  -1.00000E+31  -1.00000E+31  -1.00000E+31
06-01-1997 11:23:02.324       29.4099       10.1277       8498.90      -364.124       7.34142       5.52527
06-01-1997 11:24:22.156       27.7212       10.3732       8498.90      -364.476       4.01095       5.99839
06-01-1997 11:25:45.054       28.7129       10.4617       8498.90      -366.330       5.19149     -0.756572
06-01-1997 11:27:07.957       28.2834       10.1693       8499.07      -364.333       1.26466      -2.18460
06-01-1997 11:28:30.859       27.5247       10.9062       8498.90      -364.707     -0.265264       4.95859
06-01-1997 11:29:53.761       28.8389       10.7852       8499.07      -365.245     0.0378969       3.74968
06-01-1997 11:31:13.589       27.5185       10.6379       8498.90      -366.115       1.00509       6.80787
06-01-1997 11:32:36.492       26.7814       10.3276       8499.07      -366.547       3.11379       5.94122
06-01-1997 11:34:00.214       27.6637       10.8383       7816.50      -368.040       5.13107       6.75889
06-01-1997 11:35:22.296       26.2578       10.4774       6993.77      -367.391       3.67775       6.08096
06-01-1997 11:36:45.195       24.9037       10.0792       8498.90      -368.298      0.532174       6.94330
06-01-1997 11:38:05.847       28.4256       10.8508       7816.50      -367.801       3.09097       6.35710
06-01-1997 11:39:27.929       28.2916       10.3100       8498.90      -367.587       7.43218       4.42445
06-01-1997 11:40:50.832       28.3645       10.3907       8498.90      -367.597       4.39909       2.66191
06-01-1997 11:42:11.480       28.7411       10.7031       7816.50      -365.751       4.70783       4.08656
06-01-1997 11:43:33.562       28.5648       10.2127       6993.60      -363.963       4.22551       5.30026
06-01-1997 11:44:53.394       29.9221       10.7749       8499.07      -362.769       6.23141       1.19850
06-01-1997 11:46:16.292       28.9640       10.6296       8498.90      -363.520       10.5083       4.05304
06-01-1997 11:47:39.195       31.3710       10.4715       8499.07      -364.038       10.5220       3.42368
06-01-1997 11:49:00.562       28.0457       10.3533       6963.70      -358.536       16.5528       3.21259
06-01-1997 11:50:23.605       31.4726       10.5951       9893.80      -358.761       7.38766       2.75617
06-01-1997 11:51:44.828       33.3662       10.1371       8498.90      -360.208       17.9854      0.584707
06-01-1997 11:53:04.800       27.7666       8.96220       8358.40      -355.973       1.94998       4.25630
06-01-1997 11:54:29.097       29.9746       8.93536       6963.76      -359.811       13.3008      -6.40531
06-01-1997 11:55:50.601       32.9501       11.3385       8358.40      -354.696       1.97575     0.0228183
06-01-1997 11:57:13.503       30.2900       10.6042       8358.40      -354.435       1.62393       2.76536
06-01-1997 11:58:36.406       28.9460       10.0178       8358.57      -354.352       2.53486       3.43459
06-01-1997 11:59:59.308       29.0545       10.0631       8358.40      -355.450       1.41375       4.18165
06-01-1997 12:01:23.746       31.8746       10.9431       9893.60      -360.638      -3.58460      0.345445
06-01-1997 12:02:44.968       31.9330       9.90295       8498.90      -360.375       9.68249      -3.07368
06-01-1997 12:04:06.476       31.9394       10.1079       9893.80      -360.690       1.23613      -2.13330
06-01-1997 12:05:30.773       28.4437       10.3551       8498.90      -362.581      -2.67449     -0.504059
06-01-1997 12:06:53.675       28.0181       11.4990       8498.90      -362.383      -2.08657      -2.80803
06-01-1997 12:08:16.574       28.6539       10.9302       8498.90      -362.038       6.50931      -2.25126
06-01-1997 12:09:34.835       27.4442       9.88128       10069.2      -364.099       2.06311      -4.08781
06-01-1997 12:10:59.308       24.9686       11.3068       8498.90      -366.898      -6.28823      -2.04500
06-01-1997 12:12:22.351       23.2582       10.6481       8358.40      -368.797      -7.25077      -5.49779
06-01-1997 12:13:42.179       28.2174       12.2528       8358.40      -371.252      -8.12081       1.54956
06-01-1997 12:15:05.761       26.1713       11.1833       7816.50      -367.899       1.18827       10.0392
06-01-1997 12:16:27.843       25.6349       11.4487       8498.90      -368.801     -0.414086       6.24970
06-01-1997 12:17:50.746       25.0192       10.5568       8498.90      -369.109     -0.647224       1.75128
06-01-1997 12:19:13.644       27.2107       10.8089       8499.07      -367.777      0.917216       5.69841
06-01-1997 12:20:33.617       26.0288       10.4316       8358.40      -372.133      0.346996      0.588825
06-01-1997 12:21:57.914       27.7705       10.4020       6963.83      -376.493       1.08827      -2.87758
06-01-1997 12:23:17.742       27.8320       9.99138       6963.70      -377.247       2.65678      -1.26067
06-01-1997 12:24:39.109       29.4146       12.5781       8499.07      -367.985      -9.90154       3.43789
06-01-1997 12:26:02.046       27.7437       11.0321       8534.00      -365.059     -0.382723     -0.232995
06-01-1997 12:27:21.843       25.5489       11.8850       8498.90      -360.508      -4.89777     0.0400803
06-01-1997 12:28:41.812       29.3041       10.7749       8358.40      -357.114       1.93612       5.59716
06-01-1997 12:30:01.644       29.2708       11.0476       8358.40      -356.399      -1.68987       3.17776
06-01-1997 12:31:24.546       28.6289       10.9045       8358.40      -358.214      -1.28222       2.85760
06-01-1997 12:32:47.445       29.8567       11.3602       8358.40      -355.590       4.31107       8.24658
06-01-1997 12:34:11.882       28.9857       11.0653       9893.80      -358.192       1.05503       9.45210
06-01-1997 12:35:36.999       25.2804       10.0506       7816.50      -365.035      -2.70043       7.26716
06-01-1997 12:36:52.937       24.6046       9.92039       8498.90      -349.042       4.62144      -10.8612
06-01-1997 12:38:17.375       29.7418       10.4675       10104.3      -365.112       9.26111       1.64380
06-01-1997 12:39:40.417       33.4454       10.7589       9893.80      -364.407     -0.828137       5.74415
06-01-1997 12:41:01.785       30.6616       11.5305       8358.40      -355.236     -0.628493       3.27852
06-01-1997 12:42:24.683       31.1793       11.6434       8358.57      -356.835     -0.836495      0.845350
06-01-1997 12:43:47.585       31.3964       11.4680       8358.40      -356.112     0.0720343       3.01792
06-01-1997 12:45:10.488       30.1018       11.5986       8358.40      -357.294      0.718898       6.85977
06-01-1997 12:46:33.386       30.4421       11.3926       8358.40      -356.477       1.15285       3.65720
06-01-1997 12:47:53.218       34.4280       12.4526       8358.40      -358.432      -10.8693      -1.72704
06-01-1997 12:49:17.656       33.8802       11.5605       9893.60      -359.929       3.33646     -0.634738
06-01-1997 12:50:41.949       30.0982       13.9773       8499.07      -363.742       5.27022       1.74619
06-01-1997 12:52:04.851       32.3004       11.5006       8498.90      -360.892       5.81849       2.13470
06-01-1997 12:53:27.753       32.8300       11.6877       8498.90      -363.339       5.93217      0.586993
06-01-1997 12:54:47.582       33.4762       11.4767       8499.07      -362.513       8.32441      -1.91326
06-01-1997 12:56:08.949       29.4511       11.1202       6963.70      -357.091    -0.0210561       5.91517
06-01-1997 12:57:30.457       30.8698       11.2955       8358.40      -354.743     -0.883408       5.50789
06-01-1997 12:58:53.359       31.6434       11.2892       8358.40      -356.161       3.70338      0.262182
06-01-1997 13:00:16.257       29.2456       11.2431       8358.57      -354.079      -3.29805       4.09440
06-01-1997 13:01:36.089       36.1709       12.3181       8358.40      -354.588      -3.29359      -10.6088
06-01-1997 13:02:58.992       31.2941       11.0033       8358.40      -356.571      -11.2749     -0.134944
06-01-1997 13:04:25.671       30.8190       14.2423       6140.93      -366.409      -3.81301       5.72632
06-01-1997 13:05:44.792       24.2478       12.3713       8358.40      -377.475      -8.57933      -3.35879
06-01-1997 13:07:07.550       27.9087       10.9201       8498.90      -362.036      -3.39207       8.34137
06-01-1997 13:08:25.847       22.9954       11.6761       6963.70      -361.010      -5.87808       4.06601
06-01-1997 13:09:47.355       27.1022       11.6743       8358.57      -357.034      -1.62559       4.72028
06-01-1997 13:11:10.113       29.7304       12.2935       8498.90      -352.604      0.444866       4.45212
06-01-1997 13:12:33.015       28.7113       11.3013       8498.90      -350.945       4.97885    -0.0849768
06-01-1997 13:13:56.058       29.6187       11.1060       8358.40      -355.929      -3.42986       2.64706
06-01-1997 13:15:15.746       28.2778       10.0602       8498.90      -350.834       3.51286      0.592947
06-01-1997 13:16:38.789       28.6693       11.1839       8358.40      -358.393      -5.62444       3.92765
06-01-1997 13:18:01.691       27.7096       11.1305       8358.29      -359.929      -8.28326       1.68543
06-01-1997 13:19:24.589       28.2568       11.4724       8358.40      -355.897       2.24320       5.11015
06-01-1997 13:20:47.492       26.5276       10.5453       8358.40      -353.388       1.29912      -1.63481
06-01-1997 13:22:10.394       27.9345       10.8177       8358.40      -351.994      -2.91304      -5.80799
06-01-1997 13:23:33.292       30.8795       11.2330       8358.57      -353.670      -2.64031      -1.64982
06-01-1997 13:24:56.195       30.2928       11.0309       8358.40      -353.765      -1.93000      -1.02427
06-01-1997 13:26:16.027       30.8769       11.7916       8358.40      -356.487      0.252615       2.28063
06-01-1997 13:27:38.925       28.9313       10.6830       8358.40      -354.419      -2.25245       4.50478
06-01-1997 13:29:01.828       27.4838       9.99480       8358.40      -353.672      -4.19007      -1.19609
06-01-1997 13:30:25.730       28.3724       10.5464       8358.57      -355.327      -3.57907       4.11650
06-01-1997 13:31:47.628       30.1686       10.9486       8358.40      -354.559      -4.42384       1.75303
06-01-1997 13:33:07.460       28.1596       10.6766       8358.40      -352.554      -3.81639      -2.62457
06-01-1997 13:34:30.363       27.8569       10.8107       8358.40      -351.710      -4.36966      -3.96306
06-01-1997 13:35:53.261       25.5191       10.8031       8358.57      -356.576      -9.38465       1.48924
06-01-1997 13:37:13.093       26.5022       10.8640       8358.40      -355.256      -9.22517      -2.29492
06-01-1997 13:38:35.996       26.6422       10.8399       8358.40      -352.089      -3.87324      -4.71362
06-01-1997 13:39:58.894       28.6255       11.3577       8358.40      -352.244      -3.64850      -3.19186
06-01-1997 13:41:21.796       26.8178       10.7844       8358.40      -351.720      -3.68085      -3.01197
06-01-1997 13:42:44.699       29.6111       12.7967       8358.40      -359.060      -5.07559      -2.31295
06-01-1997 13:44:04.527       28.2943       11.7556       8358.40      -360.398      -3.73249       1.10185
06-01-1997 13:45:30.359       29.6564       9.50589       8498.90      -359.755      0.492799     -0.396209
06-01-1997 13:46:47.257       28.3091       10.5224       8358.40      -356.892     -0.612826       1.83618
06-01-1997 13:48:13.089       30.7963       11.7756       8499.07      -361.111      0.462179       5.17056
06-01-1997 13:49:34.597       28.2372       12.5052       9893.60      -359.105       4.27131       1.30585
06-01-1997 13:50:55.820       28.5418       9.92253       8498.90      -358.138       2.69087       2.66941
06-01-1997 13:52:15.792       28.6370       12.5443       8358.40      -356.636      0.573474      -2.65152
06-01-1997 13:53:36.984       27.7688       10.9364       10069.2      -362.408       1.06183      -6.20727
06-01-1997 13:54:58.527       27.3857       9.22869       8358.57      -356.175      -3.31406      -8.35002
06-01-1997 13:56:21.425       26.2044       8.86176       8358.40      -354.226      -5.12255      -7.07044
06-01-1997 13:57:44.328       26.2428       9.56904       8358.40      -354.079      -4.86420      -5.03821
06-01-1997 13:59:07.226       25.9701       9.21055       8358.40      -356.056      -4.23962      -3.65026
06-01-1997 14:00:27.058       28.8639       9.89569       8358.40      -354.443       7.41061       5.51421
06-01-1997 14:01:52.890       26.8484       10.4113       8498.90      -365.841      -7.41487      -14.7737
06-01-1997 14:03:15.789       28.9156       9.92144       8498.90      -364.099      -13.2097      -9.53185
06-01-1997 14:04:38.832       26.5578       9.79774       8358.40      -368.871      -11.6463      -12.1115
06-01-1997 14:05:58.664       27.0517       9.42525       8358.40      -358.541      -8.69439      -3.63542
06-01-1997 14:07:21.566       26.3167       9.47617       8358.40      -359.141      -6.88763      -1.47130
06-01-1997 14:08:47.394       26.0507       9.37632       8498.90      -365.702      -14.1666      -8.96565
06-01-1997 14:10:08.761       27.2295       9.51799       6963.83      -360.332      -7.80146      -6.30992
06-01-1997 14:11:27.195       28.6475       9.52332       8358.40      -351.339     -0.190178      -9.36210
06-01-1997 14:12:50.097       30.4210       10.2942       8358.40      -354.349       3.23929      -2.43705
06-01-1997 14:14:12.999       26.0460       9.29127       8358.40      -358.866      -2.24098       4.86349
06-01-1997 14:15:38.828       28.0212       9.44768       8499.07      -366.696      -11.9137      -14.9911
06-01-1997 14:16:58.800       31.0979       10.3085       8358.40      -355.697     -0.767600      -1.98796
06-01-1997 14:18:18.632       26.5285       8.13603       8358.40      -355.121      -4.78293      -1.74515
06-01-1997 14:19:41.531       26.2288       7.95008       8358.40      -354.983      -7.83618      0.641636
06-01-1997 14:21:04.292       22.9436       6.89764       8499.07      -347.997      -9.81163     -0.900115
06-01-1997 14:22:27.195       24.7126       7.18363       6993.60      -347.684      -7.11907       7.02582
06-01-1997 14:23:51.769       25.1419       7.84431       6963.70      -355.118      -6.17522       11.1896
06-01-1997 14:25:09.925       27.5201       9.67029       8498.90      -349.514      -7.55619      -1.27610
06-01-1997 14:26:35.898       25.4141       13.1442       8499.07      -364.066      -9.51762      -11.2278
06-01-1997 14:27:58.796       25.0004       12.6485       8498.90      -363.567      -11.7272      -14.0941
06-01-1997 14:29:18.628       24.8264       12.3595       8498.90      -363.461      -12.0484      -14.6295
06-01-1997 14:30:41.671       25.8656       12.8601       8358.40      -364.800      -8.01743      -17.8902
06-01-1997 14:32:01.359       26.0312       11.5451       8499.07      -362.794      -5.54879      -15.9279
06-01-1997 14:33:24.402       24.3895       12.2040       8358.40      -365.657      -6.49920      -20.4734
06-01-1997 14:34:45.628       26.3540       11.6931       6963.70      -359.976      -10.1139      -16.3247
06-01-1997 14:36:07.132       25.0720       10.8813       8358.40      -350.604      -12.0240      -6.96276
06-01-1997 14:37:31.429       24.5992       13.9451       6963.83      -362.910      -4.60759      -17.1950
06-01-1997 14:38:51.261       25.2504       13.4237       6963.70      -361.921      -4.78985      -19.2989
06-01-1997 14:40:14.160       27.6482       12.8604       6963.70      -363.386      -6.52459      -16.8178
06-01-1997 14:41:38.597       28.1850       12.1570       8498.90      -363.299      -5.28855      -14.0430
06-01-1997 14:43:01.640       27.4056       12.4522       8358.40      -364.326     -0.721070      -19.2309
06-01-1997 14:44:24.539       29.0633       13.0780       8358.57      -368.381       1.10724      -20.0617
06-01-1997 14:45:44.371       24.5267       8.88629       8358.40      -350.325      -8.35612      -5.83080
06-01-1997 14:47:07.273       25.9861       9.58916       8358.40      -352.061      -7.21130      -11.7992
06-01-1997 14:48:30.171       26.2762       9.60239       8358.40      -351.378      -7.04879      -10.4908
06-01-1997 14:49:50.003       27.0619       10.1120       8358.57      -351.078      -6.15773      -6.30816
06-01-1997 14:51:12.906       25.6252       9.60879       8358.40      -352.266      -7.97245      -8.76471
06-01-1997 14:52:35.804       25.6590       9.55570       8358.40      -352.109      -9.46285      -11.5345
06-01-1997 14:53:58.707       25.9528       9.51904       8358.40      -351.892      -9.12752      -10.2226
06-01-1997 14:55:21.609       26.0550       10.0369       8358.57      -352.705      -5.18542      -11.8695
06-01-1997 14:56:41.437       25.4335       9.78771       8358.40      -352.436      -6.42892      -10.3141
06-01-1997 14:58:04.339       25.6052       9.62686       8358.40      -353.772      -6.43743      -11.2468
06-01-1997 14:59:27.242       25.8877       9.98030       8358.40      -353.680      -6.38647      -9.60616
06-01-1997 15:00:47.070       25.0077       9.68820       8358.57      -354.821      -8.72646      -10.9018
06-01-1997 15:02:09.972       24.7738       9.88611       8358.40      -356.285      -7.16603      -10.4721
06-01-1997 15:03:32.875       22.6171       10.6109       8358.40      -352.295      -15.6090      -8.26534
06-01-1997 15:04:55.597       22.3999       9.92304       8534.17      -354.182      -18.3766      -2.84758
06-01-1997 15:06:18.675       23.3329       10.6634       8358.40      -352.072      -14.3603      -9.08870
06-01-1997 15:07:38.507       23.0348       10.3969       8358.40      -352.747      -13.5845      -6.81025
06-01-1997 15:09:01.406       22.5960       10.3737       8358.40      -351.203      -14.4128      -5.53708
06-01-1997 15:10:21.238       22.6349       10.1495       8358.40      -353.591      -15.7249      -6.75847
06-01-1997 15:11:43.964       22.3632       10.5024       8534.00      -353.270      -15.9193      -6.82916
06-01-1997 15:13:07.039       22.4843       10.4290       8358.40      -352.741      -16.1281      -6.51500
06-01-1997 15:14:26.871       21.2109       9.87548       8358.40      -355.038      -16.2394      -7.26601
06-01-1997 15:15:49.773       21.6726       9.95002       8358.40      -350.973      -14.9776      -7.46950
06-01-1997 15:17:12.496       21.0787       9.85192       8534.00      -350.355      -15.3956      -7.03989
06-01-1997 15:18:35.574       21.5085       8.94700       8358.57      -351.933      -16.0249      -8.34510
06-01-1997 15:19:58.300       21.5546       9.66870       8534.00      -351.721      -16.4448      -7.62015
06-01-1997 15:21:18.304       21.0334       9.57557       8358.40      -349.183      -16.4789      -10.3911
06-01-1997 15:22:41.207       21.2452       9.08143       8358.40      -351.047      -15.8323      -8.86367
06-01-1997 15:24:01.039       20.9404       9.57997       8358.40      -348.798      -15.9848      -5.39008
06-01-1997 15:25:23.765       21.6800       9.92337       8534.00      -348.675      -16.0417      -6.52156
06-01-1997 15:26:46.839       20.9287       9.63968       8358.40      -349.382      -13.7969      -5.67479
06-01-1997 15:28:09.742       21.4655       9.64891       8358.40      -352.264      -13.9476      -8.67171
06-01-1997 15:29:17.339  -1.00000E+31  -1.00000E+31   9.99900E+06  -1.00000E+31  -1.00000E+31  -1.00000E+31
06-01-1997 15:30:55.542       20.8751       9.00067       8358.40      -351.758      -11.4409      -10.3863
06-01-1997 15:32:18.445       20.6916       8.93241       8358.40      -349.609      -13.4309      -10.5112
06-01-1997 15:33:41.347       21.5500       8.89216       8358.40      -348.634      -12.8105      -8.05637
06-01-1997 15:35:01.175       21.4281       8.90100       8358.40      -349.406      -13.3697      -8.09589
06-01-1997 15:36:24.078       21.3881       8.81814       8358.40      -350.323      -15.0881      -8.10137
06-01-1997 15:37:46.980       21.3657       8.72136       8358.40      -349.855      -15.0783      -8.32593
06-01-1997 15:39:09.882       21.4582       8.79119       8358.40      -350.841      -15.5565      -7.42841
06-01-1997 15:40:32.781       21.4526       8.83484       8358.40      -350.562      -15.5654      -7.69493
06-01-1997 15:41:52.613       21.2872       8.68665       8358.40      -350.269      -16.0913      -8.88102
06-01-1997 15:43:15.515       23.3192       9.96766       8358.40      -351.531      -14.9209      -9.03499
06-01-1997 15:44:38.417       21.3652       9.47799       8358.57      -352.932      -12.4939      -11.8639
06-01-1997 15:46:01.316       22.1038       9.26564       8358.40      -351.495      -14.0826      -11.2421
06-01-1997 15:47:24.218       21.9384       9.03699       8358.57      -349.511      -15.0536      -11.3812
06-01-1997 15:48:44.050       22.7993       10.1705       8358.40      -353.070      -11.0669      -11.0230
06-01-1997 15:50:06.953       22.3979       9.26294       8358.40      -349.945      -12.8069      -8.08138
06-01-1997 15:51:29.851       23.0732       10.0858       8358.57      -353.004      -7.37913      -11.2590
06-01-1997 15:52:49.683       22.5436       9.54077       8358.40      -351.312      -10.8396      -9.99749
06-01-1997 15:54:12.585       21.3657       8.95514       8358.57      -350.731      -13.0010      -8.38008
06-01-1997 15:55:32.417       21.4590       8.90528       8358.40      -349.482      -12.6737      -8.44591
06-01-1997 15:56:55.316       22.2762       9.18377       8358.40      -347.776      -12.4366      -8.54264
06-01-1997 15:58:18.218       21.7748       9.36038       8358.57      -348.182      -15.2778      -7.99931
06-01-1997 15:59:40.945       21.4615       9.12391       8534.00      -349.543      -14.8771      -10.3792
06-01-1997 16:01:03.847       21.8635       9.94131       8534.00      -348.145      -16.4531      -8.68175
06-01-1997 16:02:23.851       21.1639       9.27857       8358.57      -348.333      -18.2811      -6.68541
06-01-1997 16:03:46.753       21.3071       9.11090       8358.57      -348.594      -14.8520      -8.84906
06-01-1997 16:05:09.656       21.4687       9.03289       8358.40      -348.805      -14.4277      -7.58342
06-01-1997 16:06:32.558       21.8600       9.51090       8358.40      -347.528      -15.2188      -6.49103
06-01-1997 16:07:55.460       21.8979       9.64929       8358.40      -346.830      -14.5618      -6.05779
06-01-1997 16:09:18.218       22.0364       9.78796       8499.07      -347.906      -15.3121      -9.31767
06-01-1997 16:10:41.261       21.5794       9.71229       8358.57      -347.321      -13.7710      -6.39104
06-01-1997 16:12:04.164       22.2763       9.85708       8358.40      -349.719      -11.6789      -8.13178
06-01-1997 16:13:23.996       20.8911       8.89629       8358.57      -347.550      -13.4732      -6.62454
06-01-1997 16:14:46.753       21.1628       8.84073       8499.07      -346.580      -13.8234      -7.24750
06-01-1997 16:16:09.796       21.6031       9.11174       8358.40      -348.260      -12.8546      -7.48870
06-01-1997 16:17:32.699       21.0018       8.80207       8358.40      -348.298      -12.8630      -8.17275
06-01-1997 16:18:55.601       21.6933       9.11639       8358.40      -346.912      -13.5230      -6.39830
06-01-1997 16:20:15.289       21.5313       9.33163       8498.90      -346.380      -13.4414      -6.75561
06-01-1997 16:21:38.191       21.7510       9.10745       8498.90      -346.743      -16.5257      -8.38937
06-01-1997 16:23:01.234       22.1793       9.71420       8358.57      -347.696      -13.7692      -6.79517
06-01-1997 16:24:21.066       21.1668       9.17572       8358.40      -348.270      -14.0633      -7.69173
06-01-1997 16:25:43.968       21.5389       9.11236       8358.40      -347.090      -15.1602      -8.21173
06-01-1997 16:27:06.730       21.9212       9.11709       8499.07      -344.427      -12.5811      -8.38923
06-01-1997 16:28:29.628       21.7902       9.30527       8499.07      -345.450      -14.0006      -8.71148
06-01-1997 16:29:52.531       21.6772       9.30501       8498.90      -344.661      -14.1676      -8.00251
06-01-1997 16:31:12.363       21.7836       9.23862       8499.07      -344.745      -13.7864      -7.81839
06-01-1997 16:32:35.265       21.5422       9.74502       8499.07      -344.513      -13.3627      -8.54688
06-01-1997 16:33:55.093       22.4591       9.87919       8499.07      -344.628      -14.3524      -7.40848
06-01-1997 16:35:17.996       22.3066       9.10612       8498.90      -344.679      -14.4818      -7.15559
06-01-1997 16:36:40.898       22.9624       9.37661       8499.07      -342.437      -13.5341      -9.55584
06-01-1997 16:38:00.730       21.6363       8.92035       8499.07      -343.109      -16.8283      -6.58696
06-01-1997 16:39:23.628       21.8252       9.22596       8498.90      -344.330      -15.6707      -6.12239
06-01-1997 16:40:46.531       22.1465       9.42469       8498.90      -343.696      -14.8143      -6.70075
06-01-1997 16:42:09.433       21.1020       8.86744       8498.90      -343.578      -15.0559      -6.20217
06-01-1997 16:43:32.335       20.8314       9.12873       8498.90      -344.837      -15.3902      -6.41666
06-01-1997 16:44:52.167       22.0599       9.31603       8498.90      -342.056      -11.0111      -6.42769
06-01-1997 16:46:15.066       21.3757       9.21851       8498.90      -343.488      -13.2754      -6.14262
06-01-1997 16:47:34.898       21.9421       9.37989       8498.90      -344.773      -13.1849      -5.30277
06-01-1997 16:48:57.800       21.9238       9.51202       8498.90      -344.165      -14.8796      -6.30595
06-01-1997 16:50:20.703       22.1002       9.47611       8498.90      -344.384      -13.9036      -6.23641
06-01-1997 16:51:43.605       21.3458       9.17029       8498.90      -344.322      -13.3586      -7.53443
